Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power_W,Temp_Diff_K,Strain_Load,Type_encoded
298.9,310.3,1456,44.1,118,6724.013588331306,11.400000000000034,5203.8,0
298.0,308.5,1702,26.7,203,4758.821719804747,10.5,5420.099999999999,0
302.6,311.4,1738,25.8,128,4695.6757074675925,8.799999999999955,3302.4,0
297.1,308.2,1347,50.8,49,7165.721515426031,11.099999999999966,2489.2,0
303.8,312.7,1664,29.3,178,5105.632604810036,8.899999999999977,5215.400000000001,0
298.6,309.8,1637,34.6,207,5931.347873928553,11.199999999999989,7162.200000000001,0
301.6,311.1,1907,21.5,102,4293.56231978361,9.5,2193.0,0
302.3,311.2,1505,36.7,78,5784.038594401728,8.899999999999977,2862.6000000000004,1
298.2,309.0,1410,47.6,76,7028.371084611086,10.800000000000011,3617.6,1
296.8,307.9,1709,28.4,118,5082.636146585759,11.099999999999966,3351.2,0
297.2,308.3,1776,28.0,43,5207.503982590441,11.100000000000025,1204.0,1
300.2,310.2,1600,31.5,23,5277.875658030853,10.0,724.5,0
301.0,310.7,1391,45.0,123,6554.933071715103,9.699999999999989,5535.0,0
298.7,309.3,1402,45.3,190,6650.814479502664,10.600000000000025,8607.0,2
298.1,307.9,1496,40.0,0,6266.430146360441,9.799999999999956,0.0,1
301.5,310.3,1415,41.6,28,6164.223665363653,8.800000000000011,1164.8,0
301.1,311.1,1711,29.1,170,5214.007079383372,10.0,4947.0,0
296.8,307.8,1664,32.8,142,5715.520458626935,11.0,4657.599999999999,1
298.2,308.4,1477,49.9,72,7718.086807755699,10.199999999999989,3592.8,0
297.4,309.0,1520,37.0,147,5889.439027929666,11.600000000000025,5439.0,1
298.9,308.9,1487,39.5,30,6150.871896585897,10.0,1185.0,1
299.3,309.1,1551,39.1,147,6350.63530145216,9.800000000000011,5747.7,0
298.3,308.2,1663,28.4,67,4945.830258497434,9.899999999999975,1902.8,0
301.0,311.0,1423,38.6,199,5752.025765261647,10.0,7681.400000000001,1
301.5,311.1,1434,49.6,129,7448.339190542969,9.600000000000025,6398.400000000001,0
300.5,311.6,1476,39.1,199,6043.544619563758,11.100000000000025,7780.900000000001,1
300.6,310.0,1425,49.5,174,7386.669726753,9.399999999999975,8613.0,0
301.3,310.8,1455,41.2,56,6277.530440403124,9.5,2307.2000000000003,1
297.2,308.4,1863,26.0,110,5072.41549848608,11.199999999999989,2860.0,1
298.8,308.8,1523,44.4,55,7081.275504897538,10.0,2442.0,0
300.4,310.0,1769,26.1,38,4835.005341654299,9.600000000000025,991.8,0
301.6,311.1,1408,44.4,106,6546.576435256554,9.5,4706.4,0
298.7,309.6,1424,50.4,32,7515.694937035934,10.900000000000034,1612.8,1
301.5,310.7,1435,38.5,224,5785.504670973403,9.199999999999989,8624.0,0
298.0,308.1,1552,36.6,190,5948.417194013058,10.100000000000025,6954.0,1
302.2,311.6,1592,37.7,79,6285.112150673788,9.400000000000034,2978.3,1
300.6,310.4,1494,47.3,118,7400.147159236901,9.799999999999956,5581.4,0
297.5,309.4,1433,48.3,139,7248.062658876618,11.899999999999975,6713.7,1
297.3,308.7,1491,40.2,112,6276.713626313192,11.399999999999975,4502.400000000001,0
300.1,311.5,2218,17.0,123,3948.563086541891,11.399999999999975,2091.0,0
302.0,310.9,1679,29.0,222,5098.9095965313545,8.899999999999977,6438.0,2
299.2,308.4,1393,48.4,35,7060.331553873605,9.199999999999989,1694.0,0
302.1,310.7,1364,47.8,213,6827.64425799772,8.599999999999966,10181.4,1
300.0,309.2,1635,32.4,4,5547.424307708857,9.199999999999989,129.6,1
301.4,310.8,1431,44.3,21,6638.530852227127,9.400000000000034,930.3,0
300.8,310.3,1537,33.3,52,5359.776978509938,9.5,1731.6,0
299.7,309.2,1572,32.8,142,5399.518125577849,9.5,4657.599999999999,2
296.8,307.9,1843,25.2,116,4863.56241887543,11.099999999999966,2923.2,1
298.0,307.7,1547,36.8,186,5961.653771060182,9.699999999999989,6844.799999999999,2
301.0,310.9,1679,29.8,64,5239.569171608081,9.899999999999975,1907.2,0
295.7,306.1,1343,54.4,119,7650.741533238247,10.400000000000034,6473.599999999999,0
299.3,310.7,1374,48.9,222,7035.973738832773,11.399999999999975,10855.8,1
300.8,309.7,1373,45.4,179,6527.622159579896,8.899999999999977,8126.599999999999,0
298.6,309.7,1627,33.4,99,5690.659988761528,11.099999999999966,3306.6,0
300.4,311.5,1492,44.6,149,6968.387608878545,11.100000000000025,6645.400000000001,0
300.4,310.5,2424,14.5,12,3680.6899529458015,10.100000000000025,174.0,0
301.3,310.5,1365,47.7,70,6818.355615718608,9.199999999999989,3339.0,0
300.0,309.6,1694,28.7,94,5091.244110456595,9.600000000000025,2697.8,0
301.4,310.3,2203,16.6,169,3829.580500774935,8.900000000000034,2805.4,0
302.4,310.9,1469,39.6,86,6091.799482722896,8.5,3405.6,0
297.3,308.6,1584,29.4,141,4876.757108020508,11.300000000000011,4145.4,1
304.2,313.6,1424,43.7,151,6516.584697390284,9.400000000000034,6598.700000000001,1
298.9,310.0,1719,27.3,58,4914.361972083978,11.100000000000025,1583.4,0
297.4,309.2,1620,33.2,28,5632.247309355781,11.800000000000011,929.6,0
302.1,311.2,1454,46.8,0,7125.886120578512,9.099999999999966,0.0,0
301.9,310.9,1486,40.3,6,6271.22631114492,9.0,241.8,0
297.2,308.5,1550,41.5,125,6736.098248072115,11.300000000000011,5187.5,0
298.0,308.9,1339,51.4,68,7207.295258208536,10.899999999999975,3495.2,1
300.2,311.6,1999,21.0,19,4396.030600168198,11.400000000000034,399.0,0
296.9,308.0,1546,31.1,11,5034.988658006314,11.100000000000025,342.1,0
303.5,312.8,1404,55.8,84,8204.080719290529,9.300000000000011,4687.2,2
297.2,308.5,1494,39.6,181,6195.47204029136,11.300000000000011,7167.6,0
302.1,311.5,1987,20.1,21,4182.370883797556,9.399999999999975,422.1,0
300.6,310.8,1378,51.2,119,7388.355714810427,10.199999999999989,6092.8,0
302.6,312.4,1398,41.6,40,6090.165854543029,9.799999999999956,1664.0,0
298.7,309.7,1697,29.8,74,5295.740848254267,11.0,2205.2000000000003,2
296.7,308.0,1451,50.7,197,7703.7820892063555,11.300000000000011,9987.9,0
300.5,311.9,1370,44.8,20,6427.279690224237,11.399999999999975,896.0,1
301.3,311.1,1560,35.3,55,5766.707474929423,9.800000000000011,1941.5,0
300.9,311.0,1567,34.3,130,5628.487870146985,10.100000000000025,4459.0,1
303.7,312.7,1395,53.9,123,7873.930747324777,9.0,6629.7,0
301.0,310.9,1495,37.3,21,5839.540064615148,9.899999999999975,783.3,2
303.6,312.7,2174,17.6,37,4006.8291582904703,9.099999999999966,651.2,1
297.5,309.1,1540,38.5,176,6208.834281044628,11.600000000000025,6776.0,1
297.6,308.4,1569,38.3,93,6292.892828479178,10.799999999999956,3561.9,1
302.3,311.7,2170,18.2,91,4135.802008695843,9.399999999999975,1656.2,0
298.0,308.5,1713,25.3,124,4538.438995155423,10.5,3137.2000000000003,0
302.7,312.4,1477,46.3,251,7161.270925833444,9.699999999999989,11621.3,0
297.1,308.0,1559,38.8,229,6334.414211384124,10.899999999999975,8885.199999999999,2
300.3,309.2,1649,32.4,50,5594.925188631135,8.899999999999977,1620.0,0
300.2,309.7,1448,36.8,14,5580.138759208237,9.5,515.1999999999999,0
298.3,309.4,1356,45.4,96,6446.799452578543,11.099999999999966,4358.4,0
301.8,310.7,1597,30.8,74,5150.9134269237775,8.899999999999977,2279.2000000000003,0
299.0,310.2,1516,35.3,102,5604.056751277569,11.199999999999989,3600.6,0
302.2,311.3,1510,37.1,10,5866.50540155846,9.100000000000025,371.0,1
299.2,308.4,1330,51.2,56,7130.996444628353,9.199999999999989,2867.2000000000003,1
300.2,309.5,1500,45.7,89,7178.539213452677,9.300000000000011,4067.3,1
301.6,310.7,1683,29.7,131,5234.427431631706,9.099999999999966,3890.7,0
299.9,310.4,1419,45.7,178,6790.898095926234,10.5,8134.6,0
298.6,309.0,1469,46.0,4,7076.332732455889,10.399999999999975,184.0,0
300.9,311.0,2235,15.8,156,3697.9687125405458,10.100000000000025,2464.8,0
301.9,310.8,1400,58.2,79,8532.565647149877,8.900000000000034,4597.8,0
298.2,308.3,1448,43.3,199,6565.761094394476,10.100000000000025,8616.699999999999,1
298.2,308.9,1367,45.0,85,6441.83573618587,10.699999999999989,3825.0,0
298.6,309.1,1587,37.3,203,6198.896376283771,10.5,7571.9,1
300.5,309.9,1480,40.0,148,6199.409503083859,9.399999999999975,5920.0,0
300.8,310.2,1850,22.8,33,4417.079270947249,9.399999999999975,752.4,0
298.1,308.6,1558,42.4,14,6917.703247400628,10.5,593.6,0
297.1,308.1,1446,36.6,227,5542.146432050827,11.0,8308.2,0
302.3,311.8,1475,42.8,38,6610.958140704121,9.5,1626.4,2
301.1,310.6,1611,35.2,70,5938.364097521571,9.5,2464.0,0
300.4,310.5,1578,32.8,26,5420.126973385398,10.100000000000025,852.8,0
297.3,308.5,1710,27.7,138,4960.260640752925,11.199999999999989,3822.6,1
302.5,310.5,1520,41.2,154,6557.969944613575,8.0,6344.8,0
302.2,310.7,1601,33.0,166,5532.658822236985,8.5,5478.0,1
297.2,308.6,1636,31.3,192,5362.363556461394,11.400000000000034,6009.6,0
297.1,307.8,1636,30.3,90,5191.042037085631,10.699999999999989,2727.0,0
296.2,307.2,1552,34.8,8,5655.872086110776,11.0,278.4,1
300.3,311.4,1318,52.7,13,7273.687582954401,11.099999999999966,685.1,0
299.8,309.2,1400,42.6,210,6245.486195336508,9.399999999999975,8946.0,0
298.6,309.5,1420,50.4,82,7494.58343440381,10.899999999999975,4132.8,2
301.9,310.8,1906,21.7,62,4331.230015700153,8.900000000000034,1345.4,0
302.1,310.8,1565,35.3,6,5785.190511708043,8.699999999999989,211.8,0
302.4,311.1,1905,20.9,77,4169.364690211693,8.700000000000045,1609.3,0
298.6,309.8,1419,44.9,115,6672.020229914396,11.199999999999989,5163.5,1
296.9,307.8,1285,52.1,100,7010.830525628542,10.900000000000034,5210.0,0
298.3,308.5,1664,31.6,144,5506.416051603998,10.199999999999989,4550.400000000001,0
296.8,307.9,1337,56.5,5,7910.582661616659,11.099999999999966,282.5,0
302.2,311.2,1692,28.2,122,4996.640283681494,9.0,3440.4,2
298.7,309.9,1404,47.1,64,6924.94985445491,11.199999999999989,3014.4,0
298.2,307.6,1511,31.0,209,4905.178049559983,9.400000000000034,6479.0,0
300.5,309.7,1580,42.8,196,7081.568720211872,9.199999999999989,8388.8,0
302.8,310.6,1404,43.2,203,6351.5463633217005,7.800000000000011,8769.6,0
302.0,310.8,1609,35.2,4,5930.9918267611465,8.800000000000011,140.8,1
299.2,308.5,1457,44.7,195,6820.17773945769,9.300000000000011,8716.5,0
299.2,308.5,1742,28.9,150,5271.990407793127,9.300000000000011,4335.0,1
302.9,311.0,1469,48.7,130,7491.682697186995,8.100000000000023,6331.0,2
297.8,308.5,1448,40.0,192,6065.368216530694,10.699999999999989,7680.0,0
297.2,308.6,1335,53.0,39,7409.446273491527,11.400000000000034,2067.0,0
297.5,308.6,1536,38.7,7,6224.87734752896,11.100000000000025,270.90000000000003,2
303.6,312.5,1607,33.7,14,5671.192586284783,8.899999999999977,471.80000000000007,1
296.8,307.9,1698,30.8,48,5476.675641150015,11.099999999999966,1478.4,0
301.2,309.8,1709,27.0,151,4832.083660486461,8.600000000000023,4077.0,2
300.8,312.4,1365,44.5,129,6360.939725355933,11.599999999999966,5740.5,0
299.7,309.6,1553,36.8,174,5984.775892990603,9.900000000000034,6403.2,0
298.1,307.4,1335,56.2,190,7856.809067362714,9.299999999999956,10678.0,1
297.2,307.9,1540,37.1,164,5983.058489006642,10.699999999999989,6084.400000000001,0
300.3,310.4,1293,49.7,37,6729.511375475089,10.099999999999966,1838.9,1
298.3,309.0,1470,38.4,10,5911.2207369945545,10.699999999999989,384.0,2
300.1,309.4,1453,47.6,28,7242.711479390005,9.299999999999956,1332.8,0
299.9,309.1,1345,56.8,10,8000.170412121527,9.200000000000044,568.0,1
301.3,311.0,1539,36.9,206,5946.940645465871,9.699999999999989,7601.4,0
299.4,308.6,1492,40.5,181,6327.795922860561,9.200000000000044,7330.5,0
298.4,309.3,1395,47.6,24,6953.601179455648,10.900000000000034,1142.4,0
302.3,311.5,1387,47.3,2,6870.15000660079,9.199999999999989,94.6,0
300.9,310.9,1497,43.2,62,6772.268451490445,10.0,2678.4,0
298.8,308.5,1736,29.0,31,5272.011351744151,9.699999999999989,899.0,0
297.8,307.6,1607,30.3,62,5099.024788261986,9.800000000000011,1878.6,0
300.0,309.5,1879,22.4,79,4407.612605084431,9.5,1769.6,1
297.5,308.9,1738,24.0,195,4368.070425551249,11.399999999999975,4680.0,0
297.6,308.8,1385,44.4,181,6439.636621328358,11.199999999999989,8036.4,2
302.2,311.1,1516,33.7,158,5350.048513259322,8.900000000000034,5324.6,1
303.8,313.0,1633,32.9,207,5626.142147632305,9.199999999999989,6810.299999999999,0
300.6,310.7,1397,53.7,80,7855.960837346243,10.099999999999966,4296.0,0
297.3,308.3,1268,60.6,119,8046.749759198753,11.0,7211.400000000001,0
297.6,308.6,1529,45.3,15,7253.277702681578,11.0,679.5,0
300.2,311.0,2370,14.7,144,3648.331548613826,10.800000000000011,2116.8,1
302.4,310.1,1645,31.6,93,5443.542310630154,7.700000000000045,2938.8,0
303.7,312.4,1702,31.2,144,5560.87032426622,8.699999999999989,4492.8,0
299.8,309.3,1640,31.1,211,5341.126390123127,9.5,6562.1,1
299.7,311.1,1574,36.4,135,5999.771761923738,11.400000000000034,4914.0,0
297.5,309.4,1650,34.6,142,5978.450819781377,11.899999999999975,4913.2,0
301.5,310.0,1417,44.6,49,6618.100028003281,8.5,2185.4,1
298.1,308.1,1456,43.7,80,6663.024802949616,10.0,3496.0,1
299.5,310.1,1585,35.2,50,5842.524577636058,10.600000000000025,1760.0000000000002,0
301.0,310.6,1493,37.8,206,5909.901268080047,9.600000000000025,7786.799999999999,0
301.7,310.7,1659,29.9,73,5194.529204931115,9.0,2182.7,1
297.3,308.4,1469,46.7,65,7184.016056645435,11.099999999999966,3035.5,0
302.2,310.1,1421,45.4,9,6755.827449936658,7.900000000000034,408.6,1
303.6,312.8,1689,33.1,16,5854.452157744187,9.199999999999989,529.6,1
298.5,309.6,1579,33.5,91,5539.308526687082,11.100000000000025,3048.5,2
300.6,310.2,1318,51.0,8,7039.052499633291,9.599999999999966,408.0,0
302.1,310.6,1517,38.9,2,6179.648885292778,8.5,77.8,1
297.1,308.2,2267,15.7,181,3727.175052243418,11.099999999999966,2841.7,0
299.4,308.6,1415,56.4,175,8357.264777079567,9.200000000000044,9870.0,0
301.0,310.7,1300,57.2,174,7786.9609906979,9.699999999999989,9952.8,0
297.9,308.5,1383,44.6,184,6459.302991339831,10.600000000000025,8206.4,2
301.9,310.8,1427,47.7,92,7128.05381950949,8.900000000000034,4388.400000000001,0
299.4,309.3,1391,46.6,185,6787.997358709418,9.900000000000034,8621.0,0
299.3,310.4,1510,45.5,27,7194.770775496224,11.099999999999966,1228.5,2
300.0,311.5,1445,41.6,81,6294.9139197529885,11.5,3369.6,0
298.2,309.1,1568,36.3,166,5960.480909802843,10.900000000000034,6025.799999999999,0
300.9,311.9,2140,16.5,43,3697.6545532751866,11.0,709.5,2
299.6,310.9,1472,40.9,137,6304.631913028092,11.299999999999956,5603.3,0
298.5,309.6,1502,39.4,84,6197.189444275321,11.100000000000025,3309.6,1
300.6,310.0,1455,40.4,172,6155.63664544384,9.399999999999975,6948.8,0
299.1,310.6,1577,37.1,44,6126.807296859398,11.5,1632.4,0
302.5,310.3,1688,31.6,66,5585.835513886748,7.800000000000011,2085.6,0
298.9,310.0,1378,49.3,18,7114.178451956133,11.100000000000025,887.4,0
298.5,309.3,1761,27.2,49,5015.992494427607,10.800000000000011,1332.8,1
297.5,308.2,1489,40.7,141,6346.258015688158,10.699999999999989,5738.700000000001,0
297.7,309.0,1531,42.4,38,6797.820071739642,11.300000000000011,1611.2,1
297.4,308.2,1359,46.9,199,6674.533504037266,10.800000000000011,9333.1,2
301.7,310.6,1660,28.7,66,4989.058573410831,8.900000000000034,1894.2,0
301.0,311.9,1889,23.5,198,4648.667009394378,10.899999999999975,4653.0,0
302.3,310.1,1353,50.9,36,7211.808679654192,7.800000000000011,1832.4,0
298.3,309.1,1616,31.1,195,5262.963564901814,10.800000000000011,6064.5,0
299.2,309.1,1503,34.7,6,5461.564580486248,9.900000000000034,208.2,1
297.5,308.0,1560,39.0,141,6371.149901480099,10.5,5499.0,1
299.6,309.2,1422,39.8,219,5926.677372850216,9.599999999999966,8716.199999999999,0
300.5,311.4,1743,27.6,46,5037.732315590449,10.899999999999975,1269.6,1
297.2,307.9,1632,37.5,156,6408.849013323178,10.699999999999989,5850.0,1
300.1,309.3,1340,56.0,130,7858.170424179269,9.199999999999989,7280.0,0
298.0,308.5,1682,33.0,58,5812.574727671835,10.5,1914.0,1
297.6,309.6,1419,48.2,215,7162.391427213227,12.0,10363.0,2
300.7,310.9,1650,29.4,102,5079.955320854696,10.199999999999989,2998.8,0
300.8,311.9,1498,39.3,23,6164.998591551538,11.099999999999966,903.9,0
303.0,311.2,1382,50.5,203,7308.496429556176,8.199999999999989,10251.5,0
301.9,310.7,1511,37.6,70,5949.506279466302,8.800000000000011,2632.0,1
297.9,307.7,1464,43.2,97,6622.979968591858,9.800000000000011,4190.400000000001,2
301.4,310.6,1459,46.9,27,7165.669155548471,9.200000000000044,1266.3,1
298.4,308.3,1422,42.7,186,6358.52069901267,9.900000000000034,7942.200000000001,0
300.0,309.3,1413,40.7,117,6022.338869152027,9.300000000000011,4761.900000000001,1
300.5,309.5,1320,49.9,59,6897.68083022175,9.0,2944.1,1
300.3,311.3,1377,53.8,125,7757.911730627707,11.0,6725.0,1
300.6,310.0,1438,53.8,103,8101.581022979406,9.399999999999975,5541.4,0
297.9,307.8,1499,37.5,78,5886.559234663874,9.900000000000034,2925.0,0
298.8,309.6,1442,50.0,104,7550.294344127469,10.800000000000011,5200.0,0
295.6,306.0,1569,40.4,174,6637.933949622946,10.399999999999975,7029.599999999999,0
297.7,309.2,1732,28.8,152,5223.588936976821,11.5,4377.6,1
300.3,311.5,1695,25.6,43,4543.999614152276,11.199999999999989,1100.8,0
300.2,311.6,1510,47.5,146,7511.024435957597,11.400000000000034,6935.0,1
298.8,310.0,1412,46.3,107,6846.116822800829,11.199999999999989,4954.099999999999,0
298.6,309.4,1315,55.5,28,7642.709528020568,10.799999999999956,1554.0,0
297.7,307.3,1365,49.2,36,7032.769314326111,9.600000000000025,1771.2,1
297.4,308.2,1639,33.8,39,5801.285938069936,10.800000000000011,1318.1999999999998,0
302.5,311.5,1481,41.1,215,6374.197246354083,9.0,8836.5,1
300.0,309.6,1452,46.0,51,6994.441883952316,9.600000000000025,2346.0,0
296.6,307.5,1734,27.0,50,4902.769495192231,10.899999999999975,1350.0,1
302.6,312.3,1454,54.8,253,8343.986312130395,9.699999999999989,13864.4,1
298.2,308.8,1302,60.4,34,8235.24531841414,10.600000000000025,2053.6,0
295.8,306.5,1568,35.1,111,5763.440218569691,10.699999999999989,3896.1,0
297.4,308.4,1369,50.6,220,7254.084044796001,11.0,11132.0,0
301.2,310.6,1352,52.0,69,7362.217663932561,9.400000000000034,3588.0,2
300.8,311.8,1928,21.8,209,4401.413195581348,11.0,4556.2,0
300.8,310.7,1924,22.4,36,4513.170118245049,9.899999999999975,806.4,1
301.7,310.2,1620,30.8,42,5225.096901450544,8.5,1293.6,2
302.0,311.0,1420,45.9,144,6825.424199189185,9.0,6609.599999999999,0
300.4,311.7,1513,40.0,51,6337.639579841809,11.300000000000011,2040.0,0
300.6,311.7,1535,33.3,92,5352.802642818968,11.099999999999966,3063.6,2
297.2,308.3,1326,57.2,100,7942.700210511858,11.100000000000025,5720.0,1
299.0,308.5,1559,38.1,194,6220.13354262204,9.5,7391.400000000001,0
302.4,311.8,1557,31.5,49,5136.032749721273,9.400000000000034,1543.5,1
297.1,308.0,1690,25.6,159,4530.5954854969605,10.899999999999975,4070.4,1
299.3,308.5,1589,32.7,74,5441.269891944058,9.199999999999989,2419.8,0
298.8,308.9,1527,32.4,189,5180.988940594142,10.099999999999966,6123.599999999999,0
297.5,308.5,1484,44.7,40,6946.564011911608,11.0,1788.0,1
298.3,308.1,1840,21.5,88,4142.713512533741,9.800000000000011,1892.0,0
301.1,310.0,1433,48.1,14,7218.049977059325,8.899999999999977,673.4,1
302.1,311.2,1460,46.9,198,7170.580512063583,9.099999999999966,9286.2,0
300.8,309.9,2041,19.2,194,4103.673987825131,9.099999999999966,3724.8,2
300.8,311.9,1431,48.5,25,7267.917524447306,11.099999999999966,1212.5,2
300.7,310.4,1366,52.6,205,7524.281956955747,9.699999999999989,10783.0,0
302.0,311.2,1434,44.9,15,6742.548984987486,9.199999999999989,673.5,0
299.8,310.0,1632,33.7,172,5759.418979973097,10.199999999999989,5796.400000000001,1
299.8,311.3,1727,30.0,24,5425.530512749573,11.5,720.0,0
301.1,311.3,1836,22.8,31,4383.652725113055,10.199999999999989,706.8000000000001,1
297.5,308.9,1390,47.4,187,6899.565785813903,11.399999999999975,8863.8,0
300.4,309.4,1362,42.1,182,6004.651702512315,9.0,7662.2,1
301.7,311.0,1311,46.8,136,6425.059631415701,9.300000000000011,6364.799999999999,1
298.2,308.3,1402,51.0,141,7487.671930565913,10.100000000000025,7191.0,0
299.4,308.5,1845,22.9,76,4424.4620136831845,9.100000000000025,1740.4,0
300.8,310.4,1518,36.0,59,5722.725177779168,9.599999999999966,2124.0,1
296.9,307.9,1385,44.8,144,6497.651365664648,11.0,6451.2,1
300.3,309.9,1393,56.1,12,8183.5661192625885,9.599999999999966,673.2,0
298.1,309.0,1437,36.2,95,5447.4588294716295,10.899999999999975,3439.0000000000005,0
300.2,311.4,1495,43.6,95,6825.843078209664,11.199999999999989,4142.0,0
298.9,309.9,1590,31.3,98,5211.588053040107,11.0,3067.4,0
301.8,310.7,1644,33.4,68,5750.119865718471,8.899999999999977,2271.2,0
300.3,309.6,1419,42.5,137,6315.386631878882,9.300000000000011,5822.5,1
298.2,308.3,2051,19.2,90,4123.780180808106,10.100000000000025,1728.0,0
297.5,309.6,1312,50.7,0,6965.790558951576,12.100000000000025,0.0,0
300.0,309.2,1566,34.4,18,5641.29509619812,9.199999999999989,619.1999999999999,0
303.6,312.6,1502,39.5,103,6212.918351494294,9.0,4068.5,0
300.5,309.4,1655,32.1,37,5563.289350609485,8.899999999999977,1187.7,1
302.5,312.0,1357,42.0,179,5968.397723289889,9.5,7518.0,2
302.4,311.4,1675,29.6,128,5192.005458832732,9.0,3788.8,1
297.4,308.5,1692,34.3,83,6077.473820222526,11.100000000000025,2846.9,0
299.8,309.3,1663,35.2,208,6130.043137292597,9.5,7321.6,1
299.0,308.6,1329,60.5,120,8419.939550518684,9.600000000000025,7260.0,0
301.9,310.7,1472,47.0,73,7244.931538198541,8.800000000000011,3431.0,1
300.1,309.1,1551,33.7,214,5473.565464422962,9.0,7211.8,0
298.2,308.9,1336,45.0,66,6295.751677793945,10.699999999999989,2970.0,0
298.6,309.2,1311,46.6,44,6397.602111623327,10.599999999999966,2050.4,1
299.6,309.3,1553,32.4,112,5269.204862306944,9.699999999999989,3628.8,1
298.1,308.9,1417,39.2,65,5816.805405778669,10.799999999999956,2548.0,1
298.6,309.0,1456,47.7,0,7272.912656766514,10.399999999999975,0.0,0
299.5,310.1,1359,61.1,67,8695.394394385436,10.600000000000025,4093.7,1
301.0,311.6,1461,40.6,154,6211.61982653081,10.600000000000025,6252.400000000001,0
300.4,309.9,1376,43.5,74,6268.1056624423545,9.5,3219.0,0
302.2,311.4,1432,45.3,33,6793.128626710281,9.199999999999989,1494.9,1
301.4,310.6,1459,35.0,87,5347.514295185426,9.200000000000044,3045.0,1
299.4,309.3,1366,48.4,116,6923.483777883233,9.900000000000034,5614.4,0
298.7,309.8,1546,40.9,109,6621.576723873254,11.100000000000025,4458.099999999999,0
298.8,309.7,1480,38.1,157,5904.937551687374,10.899999999999975,5981.7,1
298.3,308.1,1505,46.1,80,7265.508970079554,9.800000000000011,3688.0,0
302.5,311.4,1629,31.7,225,5407.654850550647,8.899999999999977,7132.5,1
